msgid,msgstr
"After the community detection, different users and content are represented as sparse, interpretable vectors within these identified communities (SimClusters). The resulting SimClusters embeddings can be used for various recommendation tasks.",在社区检测之后，不同的用户和内容在这些识别的社区（模拟集群）中被表示为稀疏的、可解释的向量。由此产生的SimClusters嵌入可用于各种推荐任务。
-> **Question**: What is needed to migrate from one SimClusters to another SimClusters?,->**问题**：从一个SimClusters迁移到另一个SimClusters需要什么？
"**Answer**: To migrate from one SimClusters representation to another, you can follow these general steps:",**回答**：要从一个SimClusters表示迁移到另一个SimClusters表示，可以遵循以下一般步骤：
"**Prepare the new representation**: Create the new SimClusters representation using any necessary updates or changes in the clustering algorithm, similarity measures, or other model parameters. Ensure that this new representation is properly stored and indexed as needed.",**准备新表示**：使用聚类算法、相似性度量或其他模型参数中的任何必要更新或更改来创建新的SimClusters表示。确保根据需要正确存储和索引这个新表示。
"**Update the relevant code and configurations**: Modify the relevant code and configuration files to reference the new SimClusters representation. This may involve updating paths or dataset names to point to the new representation, as well as changing code to use the new clustering method or similarity functions if applicable.",**更新相关代码和配置**：修改相关代码和配置文件以引用新的SimClusters表示。这可能涉及更新路径或数据集名称以指向新的表示形式，以及更改代码以使用新的聚类方法或相似性函数（如果适用）。
"**Test the new representation**: Before deploying the changes to production, thoroughly test the new SimClusters representation to ensure its effectiveness and stability. This may involve running offline jobs like candidate generation and label candidates, validating the output, as well as testing the new representation in the evaluation environment using evaluation tools like TweetSimilarityEvaluationAdhocApp.",**测试新的表示形式**：在将更改部署到生产环境之前，彻底测试新的SimClusters表示形式，以确保其有效性和稳定性。这可能涉及运行离线作业，如候选生成和标记候选，验证输出，以及使用评估工具（如TweetSimilarityEvaluationAdhocApp）在评估环境中测试新的表示。
"**Deploy the changes**: Once the new representation has been tested and validated, deploy the changes to production. This may involve creating a zip file, uploading it to the packer, and then scheduling it with Aurora. Be sure to monitor the system to ensure a smooth transition between representations and verify that the new representation is being used in recommendations as expected.",**部署变更**：一旦新的表示已经过测试和验证，就将变更部署到生产环境中。这可能包括创建一个zip文件，将其上传到打包程序，然后用Aurora对其进行调度。请务必监控系统，以确保表示之间的平稳过渡，并验证新的表示是否如预期的那样在建议中使用。
"**Monitor and assess the new representation**: After the new representation has been deployed, continue to monitor its performance and impact on recommendations. Take note of any improvements or issues that arise and be prepared to iterate on the new representation if needed. Always ensure that the results and performance metrics align with the system's goals and objectives.",**监测和评估新的代表**：在部署新的代表后，继续监测其业绩和对建议的影响。注意出现的任何改进或问题，并准备好在需要时迭代新的表示。始终确保结果和绩效指标与系统的目标一致。
-> **Question**: How much do I get boosted within my cluster?,->**问题**：我在集群中得到多少提升？
"**Answer**: It's not possible to determine the exact amount your content is boosted within your cluster in the SimClusters representation without specific data about your content and its engagement metrics. However, a combination of factors, such as the favorite score and follow score, alongside other engagement signals and SimCluster calculations, influence the boosting of content.",**回答**：如果没有关于您的内容及其参与度指标的具体数据，就不可能确定您的内容在SimClusters表示中的集群中的确切提升量。然而，一系列因素的组合，如最喜欢的分数和关注分数，以及其他参与信号和SimCluster计算，会影响内容的提升。
-> **Question**: How does Heavy ranker work. what are it’s main inputs?,->**问题**：重排名器是如何工作的。它的主要输入是什么？
**Answer**: The Heavy Ranker is a machine learning model that plays a crucial role in ranking and scoring candidates within the recommendation algorithm. Its primary purpose is to predict the likelihood of a user engaging with a tweet or connecting with another user on the platform.,**回答**：Heavy Ranker是一种机器学习模型，在推荐算法中对候选人进行排名和评分时起着至关重要的作用。它的主要目的是预测用户参与推文或与平台上的另一个用户联系的可能性。
Main inputs to the Heavy Ranker consist of:,重型分级器的主要输入包括：
"Static Features: These are features that can be computed directly from a tweet at the time it's created, such as whether it has a URL, has cards, has quotes, etc. These features are produced by the Index Ingester as the tweets are generated and stored in the index.",静态特征：这些特征可以在推文创建时直接从推文中计算出来，比如它是否有URL、有卡片、有引用等等。这些特征是由索引摄取器在推文生成并存储在索引中时产生的。
"Real-time Features: These per-tweet features can change after the tweet has been indexed. They mostly consist of social engagements like retweet count, favorite count, reply count, and some spam signals that are computed with later activities. The Signal Ingester, which is part of a Heron topology, processes multiple event streams to collect and compute these real-time features.",实时功能：这些每条推文的功能可以在推文被索引后改变。它们主要由社交活动组成，如转发计数、收藏计数、回复计数和一些垃圾邮件信号，这些都是在以后的活动中计算的。信号摄取器是Heron拓扑的一部分，它处理多个事件流来收集和计算这些实时特征。
"User Table Features: These per-user features are obtained from the User Table Updater that processes a stream written by the user service. This input is used to store sparse real-time user information, which is later propagated to the tweet being scored by looking up the author of the tweet.",用户表特性：这些每个用户的特性是从处理用户服务编写的流的用户表更新程序中获得的。这个输入用于存储稀疏的实时用户信息，这些信息随后通过查找推文的作者传播到被评分的推文。
"Search Context Features: These features represent the context of the current searcher, like their UI language, their content consumption, and the current time (implied). They are combined with Tweet Data to compute some of the features used in scoring.",搜索上下文特性：这些特性代表当前搜索者的上下文，比如他们的UI语言、他们的内容消费和当前时间（隐含的）。它们与推特数据相结合，计算评分中使用的一些特征。
These inputs are then processed by the Heavy Ranker to score and rank candidates based on their relevance and likelihood of engagement by the user.,然后，这些输入由重排序器处理，以基于候选的相关性和用户参与的可能性对候选进行评分和排序。
-> **Question**: How can one influence Heavy ranker?,->**问题**：一个人如何影响重排名？
"**Answer**: To influence the Heavy Ranker's output or ranking of content, consider the following actions:",**回答**：要影响重排名者的输出或内容排名，请考虑以下操作：
"Improve content quality: Create high-quality and engaging content that is relevant, informative, and valuable to users. High-quality content is more likely to receive positive user engagement, which the Heavy Ranker considers when ranking content.",提高内容质量：创建对用户相关、信息丰富且有价值的高质量、引人入胜的内容。高质量的内容更有可能获得积极的用户参与，这是重排名者在对内容进行排名时考虑的因素。
"Increase user engagement: Encourage users to interact with content through likes, retweets, replies, and comments. Higher engagement levels can lead to better ranking in the Heavy Ranker's output.",提高用户参与度：鼓励用户通过喜欢、转发、回复和评论与内容互动。更高的参与度可以在排名靠前的产出中获得更好的排名。
"Optimize your user profile: A user's reputation, based on factors such as their follower count and follower-to-following ratio, may impact the ranking of their content. Maintain a good reputation by following relevant users, keeping a reasonable follower-to-following ratio and engaging with your followers.",优化你的用户档案：用户的声誉，基于他们的追随者数量和追随者与追随者的比率等因素，可能会影响他们内容的排名。通过关注相关用户、保持合理的关注者与关注者比率以及与你的关注者互动来保持良好的声誉。
"Enhance content discoverability: Use relevant keywords, hashtags, and mentions in your tweets, making it easier for users to find and engage with your content. This increased discoverability may help improve the ranking of your content by the Heavy Ranker.",增强内容的可发现性：在你的推文中使用相关的关键词、标签和提及，让用户更容易找到并参与你的内容。这种增加的可发现性可能有助于提高你的内容的排名。
"Leverage multimedia content: Experiment with different content formats, such as videos, images, and GIFs, which may capture users' attention and increase engagement, resulting in better ranking by the Heavy Ranker.",利用多媒体内容：尝试不同的内容格式，如视频、图像和gif，这可能会吸引用户的注意力并增加参与度，从而使排名靠前的人排名更好。
"User feedback: Monitor and respond to feedback for your content. Positive feedback may improve your ranking, while negative feedback provides an opportunity to learn and improve.",用户反馈：监控并回应对你的内容的反馈。正面反馈可能会提高你的排名，而负面反馈提供了一个学习和提高的机会。
"Note that the Heavy Ranker uses a combination of machine learning models and various features to rank the content. While the above actions may help influence the ranking, there are no guarantees as the ranking process is determined by a complex algorithm, which evolves over time.",请注意，Heavy Ranker使用机器学习模型和各种功能的组合来对内容进行排名。虽然上述操作可能有助于影响排名，但不能保证排名过程是由复杂的算法决定的，该算法会随着时间的推移而演变。
-> **Question**: why threads and long tweets do so well on the platform?,->**问题**：为什么线程和长推文在平台上表现如此之好？
**Answer**: Threads and long tweets perform well on the platform for several reasons:,**回答**：线程和长推文在平台上表现良好，原因有几个：
"**More content and context**: Threads and long tweets provide more information and context about a topic, which can make the content more engaging and informative for users. People tend to appreciate a well-structured and detailed explanation of a subject or a story, and threads and long tweets can do that effectively.",**更多内容和上下文**：线程和长推文提供了关于某个主题的更多信息和上下文，这可以使内容对用户更有吸引力和信息量。人们倾向于欣赏对一个主题或故事的结构良好和详细的解释，线程和长推文可以有效地做到这一点。
"**Increased user engagement**: As threads and long tweets provide more content, they also encourage users to engage with the tweets through replies, retweets, and likes. This increased engagement can lead to better visibility of the content, as the Twitter algorithm considers user engagement when ranking and surfacing tweets.",**增加用户参与度**：由于线程和长推文提供了更多内容，它们也鼓励用户通过回复、转发和喜欢来参与推文。这种参与度的增加可以提高内容的可见性，因为Twitter算法在对推文进行排名和显示时会考虑用户参与度。
"**Narrative structure**: Threads enable users to tell stories or present arguments in a step-by-step manner, making the information more accessible and easier to follow. This narrative structure can capture users' attention and encourage them to read through the entire thread and interact with the content.",**叙述结构**：线程使用户能够以一步一步的方式讲述故事或提出论点，使信息更容易获取和理解。这种叙述结构可以吸引用户的注意力，并鼓励他们通读整个主题并与内容互动。
"**Expanded reach**: When users engage with a thread, their interactions can bring the content to the attention of their followers, helping to expand the reach of the thread. This increased visibility can lead to more interactions and higher performance for the threaded tweets.",**扩大覆盖范围**：当用户参与到一个主题中时，他们的互动可以将内容吸引到他们的追随者的注意，从而有助于扩大该主题的覆盖范围。这种增加的可见性可以为线程推文带来更多的交互和更高的性能。
"**Higher content quality**: Generally, threads and long tweets require more thought and effort to create, which may lead to higher quality content. Users are more likely to appreciate and interact with high-quality, well-reasoned content, further improving the performance of these tweets within the platform.",**更高的内容质量**：一般来说，线程和长推文需要更多的思考和努力来创建，这可能会导致更高质量的内容。用户更有可能欣赏高质量、理由充分的内容并与之互动，从而进一步提高这些推文在平台内的性能。
"Overall, threads and long tweets perform well on Twitter because they encourage user engagement and provide a richer, more informative experience that users find valuable.",总的来说，线程和长推文在Twitter上表现良好，因为它们鼓励用户参与，并提供用户认为有价值的更丰富、更丰富的体验。
-> **Question**: Are thread and long tweet creators building a following that reacts to only threads?,->**问题**：线程和长推文的创建者是否正在建立一个只对线程做出反应的追随者？
"**Answer**: Based on the provided code and context, there isn't enough information to conclude if the creators of threads and long tweets primarily build a following that engages with only thread-based content. The code provided is focused on Twitter's recommendation and ranking algorithms, as well as infrastructure components like Kafka, partitions, and the Follow Recommendations Service (FRS). To answer your question, data analysis of user engagement and results of specific edge cases would be required.",**回答**：根据提供的代码和上下文，没有足够的信息来得出结论，如果线程和长推文的创建者主要是建立一个只关注基于线程的内容的追随者。提供的代码侧重于Twitter的推荐和排名算法，以及基础设施组件，如Kafka、分区和Follow推荐服务（FRS）。要回答您的问题，需要对用户参与度和特定边缘案例的结果进行数据分析。
-> **Question**: Do you need to follow different strategies to get most followers vs to get most likes and bookmarks per tweet?,->**问题**：你需要遵循不同的策略来获得最多的关注者和获得最多的喜欢和书签吗？
"**Answer**: Yes, different strategies need to be followed to maximize the number of followers compared to maximizing likes and bookmarks per tweet. While there may be some overlap in the approaches, they target different aspects of user engagement.",**回答**：是的，与最大化每条推文的喜欢和书签相比，需要遵循不同的策略来最大化关注者的数量。虽然这些方法可能有一些重叠，但它们针对用户参与的不同方面。
Maximizing followers: The primary focus is on growing your audience on the platform. Strategies include:,最大化追随者：主要焦点是在平台上增加你的受众。战略包括：
Consistently sharing high-quality content related to your niche or industry.,持续分享与你的利基或行业相关的高质量内容。
"Engaging with others on the platform by replying, retweeting, and mentioning other users.",通过回复、转发和提及其他用户与平台上的其他人互动。
Using relevant hashtags and participating in trending conversations.,使用相关标签并参与趋势对话。
Collaborating with influencers and other users with a large following.,与有影响力的人和其他拥有大量追随者的用户合作。
Posting at optimal times when your target audience is most active.,在目标受众最活跃的最佳时间发帖。
"Optimizing your profile by using a clear profile picture, catchy bio, and relevant links.",通过使用清晰的个人资料图片、吸引人的简历和相关链接来优化您的个人资料。
Maximizing likes and bookmarks per tweet: The focus is on creating content that resonates with your existing audience and encourages engagement. Strategies include:,最大化每条推文的赞和书签：重点是创造能引起现有受众共鸣并鼓励参与的内容。战略包括：
Crafting engaging and well-written tweets that encourage users to like or save them.,精心制作引人入胜、写得很好的推文，鼓励用户喜欢或保存它们。
"Incorporating visually appealing elements, such as images, GIFs, or videos, that capture attention.",加入视觉上吸引人的元素，如图像、gif或视频，以吸引注意力。
"Asking questions, sharing opinions, or sparking conversations that encourage users to engage with your tweets.",提问、分享观点或引发对话，鼓励用户参与你的推文。
Using analytics to understand the type of content that resonates with your audience and tailoring your tweets accordingly.,使用分析来了解与你的受众产生共鸣的内容类型，并相应地定制你的推文。
"Posting a mix of educational, entertaining, and promotional content to maintain variety and interest.",发布教育、娱乐和宣传内容的组合，以保持多样性和趣味性。
"Timing your tweets strategically to maximize engagement, likes, and bookmarks per tweet.",战略性地安排你的推文时间，以最大限度地提高每条推文的参与度、赞数和书签数。
"Both strategies can overlap, and you may need to adapt your approach by understanding your target audience's preferences and analyzing your account's performance. However, it's essential to recognize that maximizing followers and maximizing likes and bookmarks per tweet have different focuses and require specific strategies.",这两种策略可能会重叠，您可能需要通过了解目标受众的偏好和分析您的客户表现来调整您的方法。然而，重要的是要认识到，最大化关注者和最大化每条推文的喜欢和书签有不同的重点，需要特定的策略。
-> **Question**: Content meta data and how it impacts virality (e.g. ALT in images).,->**问题**：内容元数据及其如何影响病毒式传播（例如图像中的ALT）。
"**Answer**: There is no direct information in the provided context about how content metadata, such as ALT text in images, impacts the virality of a tweet or post. However, it's worth noting that including ALT text can improve the accessibility of your content for users who rely on screen readers, which may lead to increased engagement for a broader audience. Additionally, metadata can be used in search engine optimization, which might improve the visibility of the content, but the context provided does not mention any specific correlation with virality.",**回答**：在提供的上下文中没有关于内容元数据（如图像中的替代文本）如何影响推文或帖子的病毒式传播的直接信息。然而，值得注意的是，对于依赖屏幕阅读器的用户来说，包含替代文本可以提高内容的可访问性，这可能会增加更广泛受众的参与度。此外，元数据可以用于搜索引擎优化，这可能会提高内容的可见性，但提供的上下文没有提到与病毒式传播的任何特定相关性。
-> **Question**: What are some unexpected fingerprints for spam factors?,->**问题**：垃圾邮件因素有哪些意想不到的指纹？
"**Answer**: In the provided context, an unusual indicator of spam factors is when a tweet contains a non-media, non-news link. If the tweet has a link but does not have an image URL, video URL, or news URL, it is considered a potential spam vector, and a threshold for user reputation (tweepCredThreshold) is set to MIN_TWEEPCRED_WITH_LINK.",**回答**：在提供的上下文中，垃圾邮件因素的一个不寻常指标是推文包含非媒体、非新闻链接。如果推文有链接，但没有图像URL、视频URL或新闻URL，则它被认为是潜在的垃圾邮件载体，并且用户信誉阈值（tweepCredThreshold）被设置为MIN_TWEEPCRED_WITH_LINK。
"While this rule may not cover all possible unusual spam indicators, it is derived from the specific codebase and logic shared in the context.",虽然此规则可能不会涵盖所有可能的异常垃圾邮件指示器，但它是从上下文中共享的特定代码库和逻辑中派生出来的。
-> **Question**: Is there any difference between company verified checkmarks and blue verified individual checkmarks?,->**问题**：公司验证的复选标记和蓝色验证的个人复选标记有什么区别吗？
"**Answer**: Yes, there is a distinction between the verified checkmarks for companies and blue verified checkmarks for individuals. The code snippet provided mentions ""Blue-verified account boost"" which indicates that there is a separate category for blue verified accounts. Typically, blue verified checkmarks are used to indicate notable individuals, while verified checkmarks are for companies or organizations.",**回答**：是的，公司的已验证复选标记和个人的蓝色已验证复选标记是有区别的。提供的代码片段提到了“蓝色验证帐户提升”，这表明蓝色验证帐户有一个单独的类别。通常，蓝色验证复选标记用于表示著名的个人，而验证复选标记用于公司或组织。
Evaluation,评价
`Conceptual Guide <https://docs.langchain.com/docs/use-cases/evaluation>`_,`概念指南<https://docs.langchain.com/docs/use-cases/evaluation>`_
"This section of documentation covers how we approach and think about evaluation in LangChain. Both evaluation of internal chains/agents, but also how we would recommend people building on top of LangChain approach evaluation.",本节文档涵盖了我们如何在LangChain中处理和思考评估。既包括对内部链/代理的评估，也包括我们如何推荐人们在LangChain方法评估的基础上进行建设。
The Problem,问题
It can be really hard to evaluate LangChain chains and agents. There are two main reasons for this:,评估LangChain链和代理真的很难。这主要有两个原因：
**# 1: Lack of data**,**#1：缺乏数据**
"You generally don't have a ton of data to evaluate your chains/agents over before starting a project. This is usually because Large Language Models (the core of most chains/agents) are terrific few-shot and zero shot learners, meaning you are almost always able to get started on a particular task (text-to-SQL, question answering, etc) without a large dataset of examples. This is in stark contrast to traditional machine learning where you had to first collect a bunch of datapoints before even getting started using a model.",在开始一个项目之前，你通常没有大量的数据来评估你的连锁店/代理。这通常是因为大型语言模型（大多数链/代理的核心）是极好的少镜头和零镜头学习者，这意味着您几乎总是能够在没有大量示例数据集的情况下开始特定的任务（文本到SQL、问题回答等）。这与传统的机器学习形成鲜明对比，在传统的机器学习中，在开始使用模型之前，你必须首先收集一堆数据点。
**# 2: Lack of metrics**,**#2：缺少指标**
"Most chains/agents are performing tasks for which there are not very good metrics to evaluate performance. For example, one of the most common use cases is generating text of some form. Evaluating generated text is much more complicated than evaluating a classification prediction, or a numeric prediction.",大多数连锁店/代理正在执行没有很好的指标来评估性能的任务。例如，最常见的用例之一是生成某种形式的文本。评估生成的文本比评估分类预测或数字预测要复杂得多。
The Solution,解决方案
"LangChain attempts to tackle both of those issues. What we have so far are initial passes at solutions - we do not think we have a perfect solution. So we very much welcome feedback, contributions, integrations, and thoughts on this.",LangChain试图解决这两个问题。到目前为止，我们所拥有的只是解决方案的初步尝试——我们不认为我们有一个完美的解决方案。因此，我们非常欢迎对此的反馈、贡献、整合和想法。
Here is what we have for each problem so far:,到目前为止，我们对每个问题的了解如下：
"We have started `LangChainDatasets <https://huggingface.co/LangChainDatasets>`_ a Community space on Hugging Face. We intend this to be a collection of open source datasets for evaluating common chains and agents. We have contributed five datasets of our own to start, but we highly intend this to be a community effort. In order to contribute a dataset, you simply need to join the community and then you will be able to upload datasets.",我们已经在拥抱脸上创建了“LangChainDatasets<https：//huggingface.co/LangChainDatasets>”社区空间。我们希望这是一个开源数据集的集合，用于评估常见的链和代理。我们已经贡献了五个我们自己的数据集，但是我们非常希望这是一个社区的努力。为了贡献一个数据集，你只需要加入社区，然后你就可以上传数据集了。
"We're also aiming to make it as easy as possible for people to create their own datasets. As a first pass at this, we've added a QAGenerationChain, which given a document comes up with question-answer pairs that can be used to evaluate question-answering tasks over that document down the line. See `this notebook <./evaluation/qa_generation.html>`_ for an example of how to use this chain.",我们还旨在让人们尽可能容易地创建自己的数据集。作为第一步，我们添加了一个QAGenerationChain，它给出了一个文档的问答对，可用于评估该文档的问答任务。有关如何使用此链的示例，请参见`this notebook<./evaluation/qa_generation.html>`_。
We have two solutions to the lack of metrics.,对于缺乏度量标准，我们有两种解决方案。
"The first solution is to use no metrics, and rather just rely on looking at results by eye to get a sense for how the chain/agent is performing. To assist in this, we have developed (and will continue to develop) `tracing <../tracing.html>`_, a UI-based visualizer of your chain and agent runs.",第一个解决方案是不使用度量标准，而是仅仅依靠肉眼观察结果来了解链/代理的表现。为此，我们开发了（并将继续开发）`tracing<../tracing.html>`_，这是一个基于UI的链和代理运行可视化工具。
The second solution we recommend is to use Language Models themselves to evaluate outputs. For this we have a few different chains and prompts aimed at tackling this issue.,我们推荐的第二个解决方案是使用语言模型本身来评估输出。为此，我们有一些不同的链和提示来解决这个问题。
The Examples,例子
"We have created a bunch of examples combining the above two solutions to show how we internally evaluate chains and agents when we are developing. In addition to the examples we've curated, we also highly welcome contributions here. To facilitate that, we've included a `template notebook <./evaluation/benchmarking_template.html>`_ for community members to use to build their own examples.",我们已经创建了一堆结合上述两种解决方案的例子来展示我们在开发时如何在内部评估链和代理。除了我们策划的例子，我们也非常欢迎在这里投稿。为了方便这一点，我们提供了一个“模板笔记本<./evaluation/benchmarking_template.html>”，供社区成员用来构建他们自己的示例。
The existing examples we have are:,我们现有的例子有：
`Question Answering (State of Union) <./evaluation/qa_benchmarking_sota.html>`_: A notebook showing evaluation of a question-answering task over a State-of-the-Union address.,`Question Answering（State of Union）<./evaluation/qa_benchmarking_sota.html>`_：显示对国情咨文问答任务的评估的笔记本。
`Question Answering (Paul Graham Essay) <./evaluation/qa_benchmarking_pg.html>`_: A notebook showing evaluation of a question-answering task over a Paul Graham essay.,`Question Answering（Paul Graham Essay）<./evaluation/qa_benchmarking_pg.html>`_：一个笔记本，显示对一篇Paul Graham文章的问答任务的评估。
`SQL Question Answering (Chinook) <./evaluation/sql_qa_benchmarking_chinook.html>`_: A notebook showing evaluation of a question-answering task over a SQL database (the Chinook database).,`SQL Question Answering（Chinook）<./evaluation/sql_qa_benchmarking_chinook.html>`_：显示对SQL数据库（Chinook数据库）上的问答任务进行评估的笔记本。
`Agent Vectorstore <./evaluation/agent_vectordb_sota_pg.html>`_: A notebook showing evaluation of an agent doing question answering while routing between two different vector databases.,`Agent Vectorstore<./evaluation/agent_vectordb_sota_pg.html>`_：一个笔记本，显示在两个不同的向量数据库之间路由时对代理进行问题回答的评估。
`Agent Search + Calculator <./evaluation/agent_benchmarking.html>`_: A notebook showing evaluation of an agent doing question answering using a Search engine and a Calculator as tools.,`Agent Search+Calculator<./evaluation/agent_benchmarking.html>`_：一个笔记本，显示使用搜索引擎和计算器作为工具回答问题的agent的评估。
"`Evaluating an OpenAPI Chain <./evaluation/openapi_eval.html>`_: A notebook showing evaluation of an OpenAPI chain, including how to generate test data if you don't have any.",“评估OpenAPI链<./evaluation/openapi_eval.html>`_：显示OpenAPI链评估的笔记本，包括如果没有测试数据，如何生成测试数据。
Other Examples,其他例子
"In addition, we also have some more generic resources for evaluation.",此外，我们还有一些更通用的评估资源。
`Question Answering <./evaluation/question_answering.html>`_: An overview of LLMs aimed at evaluating question answering systems in general.,`Question Answering<./evaluation/question_answering.html>`_：旨在评估一般问答系统的LLMs概述。
"`Data Augmented Question Answering <./evaluation/data_augmented_question_answering.html>`_: An end-to-end example of evaluating a question answering system focused on a specific document (a RetrievalQAChain to be precise). This example highlights how to use LLMs to come up with question/answer examples to evaluate over, and then highlights how to use LLMs to evaluate performance on those generated examples.",`Data Augmented Question Answering<./evaluation/data_augmented_question_answering.html>`_：一个针对特定文档（准确地说是RetrievalQAChain）评估问答系统的端到端示例。这个例子强调了如何使用LLM来提出问题/答案示例进行评估，然后强调了如何使用LLM来评估这些生成的示例的性能。
`Hugging Face Datasets <./evaluation/huggingface_datasets.html>`_: Covers an example of loading and using a dataset from Hugging Face for evaluation.,`Hugging Face Datasets<./evaluation/huggingface_datasets.html>`_:介绍了从Hugging Face加载和使用数据集进行评估的示例。
Agent Benchmarking: Search + Calculator,代理基准测试：搜索+计算器
Here we go over how to benchmark performance of an agent on tasks where it has access to a calculator and a search tool.,在这里，我们将讨论如何对代理在可以访问计算器和搜索工具的任务中的性能进行基准测试。
It is highly reccomended that you do any evaluation/benchmarking with tracing enabled. See [here](https://langchain.readthedocs.io/en/latest/tracing.html) for an explanation of what tracing is and how to set it up.,强烈建议您在启用跟踪的情况下进行任何评估/基准测试。有关什么是跟踪以及如何设置跟踪的解释，请参见【此处】（https：//langchain.readthedocs.io/en/latest/tracing.html）。
Loading the data,正在加载数据
"First, let's load the data.",首先，让我们加载数据。
Setting up a chain,建立连锁
Now we need to load an agent capable of answering these questions.,现在我们需要加载一个能够回答这些问题的代理。
Make a prediction,作出预测
"First, we can make predictions one datapoint at a time. Doing it at this level of granularity allows use to explore the outputs in detail, and also is a lot cheaper than running over multiple datapoints",首先，我们可以一次预测一个数据点。在这种粒度级别上执行此操作允许用户详细地探索输出，并且也比在多个数据点上运行要便宜得多
Make many predictions,做许多预测
Now we can make predictions,现在我们可以预测
Evaluate performance,评估绩效
Now we can evaluate the predictions. The first thing we can do is look at them by eye.,现在我们可以评估预测了。我们能做的第一件事就是用眼睛看它们。
"Next, we can use a language model to score them programatically",接下来，我们可以使用一个语言模型对它们进行编程评分
We can add in the graded output to the `predictions` dict and then get a count of the grades.,我们可以将分级输出添加到“预测”字典中，然后得到分数的计数。
We can also filter the datapoints to the incorrect examples and look at them.,我们还可以过滤不正确示例的数据点并查看它们。
Agent VectorDB Question Answering Benchmarking,Agent VectorDB问答基准测试
Here we go over how to benchmark performance on a question answering task using an agent to route between multiple vectordatabases.,在这里，我们将讨论如何使用代理在多个向量数据库之间路由来测试问答任务的性能。
Now we need to create some pipelines for doing question answering. Step one in that is creating indexes over the data in question.,现在我们需要创建一些管道来回答问题。第一步是在有问题的数据上创建索引。
Now we can create a question answering chain.,现在我们可以创建一个问答链。
Now we do the same for the Paul Graham data.,现在我们对保罗·格拉厄姆的数据做同样的事情。
We can now set up an agent to route between them.,我们现在可以设置一个代理在它们之间进行路由。
Benchmarking Template,基准模板
"This is an example notebook that can be used to create a benchmarking notebook for a task of your choice. Evaluation is really hard, and so we greatly welcome any contributions that can make it easier for people to experiment",这是一个示例笔记本，可用于为您选择的任务创建基准测试笔记本。评估真的很难，所以我们非常欢迎任何能让人们更容易进行实验的贡献
This next section should have an example of setting up a chain that can be run on this dataset.,下一节应该有一个设置可以在这个数据集上运行的链的例子。
Now we can make predictions.,现在我们可以做预测了。
Any guide to evaluating performance in a more systematic manner goes here.,任何以更系统的方式评估绩效的指南都在这里。
Data Augmented Question Answering,数据扩充问答
"This notebook uses some generic prompts/language models to evaluate an question answering system that uses other sources of data besides what is in the model. For example, this can be used to evaluate a question answering system over your proprietary data.",本笔记本使用一些通用提示/语言模型来评估除了模型中的数据之外还使用其他数据源的问答系统。例如，这可以用来评估基于您的专有数据的问答系统。
Let's set up an example with our favorite example - the state of the union address.,让我们用我们最喜欢的例子——国情咨文来举个例子。
Examples,例子
Now we need some examples to evaluate. We can do this in two ways:,现在我们需要一些例子来评估。我们可以通过两种方式做到这一点：
Hard code some examples ourselves,我们自己硬编码一些例子
"Generate examples automatically, using a language model",使用语言模型自动生成示例
Evaluate,评估
"Now that we have examples, we can use the question answering evaluator to evaluate our question answering chain.",现在我们有了例子，我们可以使用问答评估器来评估我们的问答链。
Evaluate with Other Metrics,使用其他指标进行评估
"In addition to predicting whether the answer is correct or incorrect using a language model, we can also use other metrics to get a more nuanced view on the quality of the answers. To do so, we can use the [Critique](https://docs.inspiredco.ai/critique/) library, which allows for simple calculation of various metrics over generated text.",除了使用语言模型预测答案是正确的还是不正确的，我们还可以使用其他指标来获得关于答案质量的更细致入微的视图。为此，我们可以使用【Critique】（https：//docs.inspiredco.ai/Critique/）库，该库允许对生成的文本进行各种度量的简单计算。
First you can get an API key from the [Inspired Cognition Dashboard](https://dashboard.inspiredco.ai) and do some setup:,首先，您可以从[Inspired Cognition Dashboard]（https：//dashboard.inspiredco.ai）获取一个API密钥，并进行一些设置：
"Then run the following code to set up the configuration and calculate the [ROUGE](https://docs.inspiredco.ai/critique/metric_rouge.html), [chrf](https://docs.inspiredco.ai/critique/metric_chrf.html), [BERTScore](https://docs.inspiredco.ai/critique/metric_bert_score.html), and [UniEval](https://docs.inspiredco.ai/critique/metric_uni_eval.html) (you can choose [other metrics](https://docs.inspiredco.ai/critique/metrics.html) too):",然后运行以下代码来设置配置并计算[ROUGE](https://docs.inspiredco.ai/critique/metric_rouge.html)、[chrf](https://docs.inspiredco.ai/critique/metric_chrf.html)、[BERTScore](https://docs.inspiredco.ai/critique/metric_bert_score.html）和[UniEval](https://docs.inspiredco.ai/critique/metric_uni_eval.html)（您也可以选择[其他度量
"Finally, we can print out the results. We can see that overall the scores are higher when the output is semantically correct, and also when the output closely matches with the gold-standard answer.",最后，我们可以打印出结果。我们可以看到，总体而言，当输出在语义上正确时，以及当输出与黄金标准答案非常匹配时，分数会更高。
Generic Agent Evaluation,通用代理评估
Good evaluation is key for quickly iterating on your agent's prompts and tools. Here we provide an example of how to use the TrajectoryEvalChain to evaluate your agent.,良好的评估是快速重复代理提示和工具的关键。这里我们提供了一个如何使用TrajectoryEvalChain来评估您的代理的示例。
Let's start by defining our agent.,让我们从定义我们的代理开始。
Testing the Agent,测试代理
Now let's try our agent out on some example queries.,现在，让我们在一些示例查询中尝试我们的代理。
